variant,n_runs,n_time_valid,n_score_valid,n_strict_valid,n_repeat_valid,time_corr,time_spearman,time_mae,time_dir_acc,time_band_acc,repeat_corr,repeat_spearman,repeat_mae,score_corr,score_mae,tie_gate_threshold,tie_shrink_power,tie_margin_weight_alpha,min_anchor_quality,anchor_outlier_mad_scale,anchor_outlier_min_delta,combo_index
O3,122,120,122,120,25,0.186174,0.209695,1.472957,0.875,0.466667,0.732208,0.740769,1.792937,0.94799,0.237759,0.62,1.25,0.1,0.3,2.5,0.3,173
ALL,498,481,374,361,75,0.316624,0.431667,1.159864,0.85,0.614958,0.781145,0.723143,1.375945,0.90622,0.276396,0.62,1.25,0.1,0.3,2.5,0.35,174
O0,128,121,128,121,25,,,0.356342,,1.0,,,0.307569,,0.339623,0.62,1.25,0.1,0.3,2.5,0.35,174
O1,124,120,0,0,0,-0.008811,-0.010806,1.36109,0.833333,,,,,,,0.62,1.25,0.1,0.3,2.5,0.35,174
O2,124,120,124,120,25,0.205087,0.192479,1.455763,0.841667,0.475,0.721019,0.749231,2.02733,0.913587,0.249144,0.62,1.25,0.1,0.3,2.5,0.35,174
O3,122,120,122,120,25,0.186174,0.209695,1.472957,0.875,0.466667,0.732208,0.740769,1.792937,0.94799,0.237759,0.62,1.25,0.1,0.3,2.5,0.35,174
ALL,498,481,374,361,75,0.316219,0.430598,1.159275,0.85,0.614958,0.781145,0.723143,1.375945,0.90622,0.276396,0.62,1.25,0.1,0.3,3.5,0.3,175
O0,128,121,128,121,25,,,0.356342,,1.0,,,0.307569,,0.339623,0.62,1.25,0.1,0.3,3.5,0.3,175
O1,124,120,0,0,0,-0.011659,-0.017987,1.358728,0.833333,,,,,,,0.62,1.25,0.1,0.3,3.5,0.3,175
O2,124,120,124,120,25,0.205087,0.192479,1.455763,0.841667,0.475,0.721019,0.749231,2.02733,0.913587,0.249144,0.62,1.25,0.1,0.3,3.5,0.3,175
O3,122,120,122,120,25,0.186174,0.209695,1.472957,0.875,0.466667,0.732208,0.740769,1.792937,0.94799,0.237759,0.62,1.25,0.1,0.3,3.5,0.3,175
ALL,498,481,374,361,75,0.316486,0.43075,1.160143,0.85,0.614958,0.781145,0.723143,1.375945,0.90622,0.276396,0.62,1.25,0.1,0.3,3.5,0.35,176
O0,128,121,128,121,25,,,0.356342,,1.0,,,0.307569,,0.339623,0.62,1.25,0.1,0.3,3.5,0.35,176
O1,124,120,0,0,0,-0.009643,-0.017605,1.362208,0.833333,,,,,,,0.62,1.25,0.1,0.3,3.5,0.35,176
O2,124,120,124,120,25,0.205087,0.192479,1.455763,0.841667,0.475,0.721019,0.749231,2.02733,0.913587,0.249144,0.62,1.25,0.1,0.3,3.5,0.35,176
O3,122,120,122,120,25,0.186174,0.209695,1.472957,0.875,0.466667,0.732208,0.740769,1.792937,0.94799,0.237759,0.62,1.25,0.1,0.3,3.5,0.35,176
ALL,498,481,374,361,75,0.307191,0.430562,1.162757,0.85,0.609418,0.792196,0.738305,1.388388,0.889795,0.278678,0.62,1.25,0.1,0.35,2.5,0.3,177
O0,128,121,128,121,25,,,0.365478,,1.0,,,0.307987,,0.348259,0.62,1.25,0.1,0.35,2.5,0.3,177
O1,124,120,0,0,0,-0.009893,-0.013661,1.363158,0.833333,,,,,,,0.62,1.25,0.1,0.35,2.5,0.3,177
O2,124,120,124,120,25,0.18044,0.179443,1.450927,0.841667,0.475,0.730638,0.778462,2.03736,0.884831,0.254862,0.62,1.25,0.1,0.35,2.5,0.3,177
O3,122,120,122,120,25,0.185252,0.210813,1.478109,0.875,0.466667,0.749626,0.75,1.819818,0.950197,0.229882,0.62,1.25,0.1,0.35,2.5,0.3,177
ALL,498,481,374,361,75,0.30749,0.43068,1.162997,0.85,0.609418,0.792196,0.738305,1.388388,0.889795,0.278678,0.62,1.25,0.1,0.35,2.5,0.35,178
O0,128,121,128,121,25,,,0.365478,,1.0,,,0.307987,,0.348259,0.62,1.25,0.1,0.35,2.5,0.35,178
O1,124,120,0,0,0,-0.008427,-0.013661,1.364119,0.833333,,,,,,,0.62,1.25,0.1,0.35,2.5,0.35,178
O2,124,120,124,120,25,0.18044,0.179443,1.450927,0.841667,0.475,0.730638,0.778462,2.03736,0.884831,0.254862,0.62,1.25,0.1,0.35,2.5,0.35,178
O3,122,120,122,120,25,0.185252,0.210813,1.478109,0.875,0.466667,0.749626,0.75,1.819818,0.950197,0.229882,0.62,1.25,0.1,0.35,2.5,0.35,178
ALL,498,481,374,361,75,0.307053,0.429564,1.163036,0.85,0.609418,0.792196,0.738305,1.388388,0.889795,0.278678,0.62,1.25,0.1,0.35,3.5,0.3,179
O0,128,121,128,121,25,,,0.365478,,1.0,,,0.307987,,0.348259,0.62,1.25,0.1,0.35,3.5,0.3,179
O1,124,120,0,0,0,-0.010728,-0.020758,1.364276,0.833333,,,,,,,0.62,1.25,0.1,0.35,3.5,0.3,179
O2,124,120,124,120,25,0.18044,0.179443,1.450927,0.841667,0.475,0.730638,0.778462,2.03736,0.884831,0.254862,0.62,1.25,0.1,0.35,3.5,0.3,179
O3,122,120,122,120,25,0.185252,0.210813,1.478109,0.875,0.466667,0.749626,0.75,1.819818,0.950197,0.229882,0.62,1.25,0.1,0.35,3.5,0.3,179
ALL,498,481,374,361,75,0.307352,0.429682,1.163276,0.85,0.609418,0.792196,0.738305,1.388388,0.889795,0.278678,0.62,1.25,0.1,0.35,3.5,0.35,180
O0,128,121,128,121,25,,,0.365478,,1.0,,,0.307987,,0.348259,0.62,1.25,0.1,0.35,3.5,0.35,180
O1,124,120,0,0,0,-0.009262,-0.020758,1.365238,0.833333,,,,,,,0.62,1.25,0.1,0.35,3.5,0.35,180
O2,124,120,124,120,25,0.18044,0.179443,1.450927,0.841667,0.475,0.730638,0.778462,2.03736,0.884831,0.254862,0.62,1.25,0.1,0.35,3.5,0.35,180
O3,122,120,122,120,25,0.185252,0.210813,1.478109,0.875,0.466667,0.749626,0.75,1.819818,0.950197,0.229882,0.62,1.25,0.1,0.35,3.5,0.35,180
ALL,498,481,374,361,75,0.317399,0.432888,1.151732,0.85,0.614958,0.791112,0.725839,1.352459,0.904409,0.280018,0.62,1.25,0.55,0.25,2.5,0.3,181
O0,128,121,128,121,25,,,0.355565,,1.0,,,0.304933,,0.339112,0.62,1.25,0.55,0.25,2.5,0.3,181
O1,124,120,0,0,0,-0.01321,-0.012598,1.352287,0.833333,,,,,,,0.62,1.25,0.55,0.25,2.5,0.3,181
O2,124,120,124,120,25,0.204878,0.199535,1.443098,0.841667,0.475,0.731979,0.756154,1.990158,0.911186,0.256067,0.62,1.25,0.55,0.25,2.5,0.3,181
O3,122,120,122,120,25,0.188844,0.214445,1.462614,0.875,0.466667,0.742869,0.743846,1.762285,0.94453,0.242361,0.62,1.25,0.55,0.25,2.5,0.3,181
ALL,498,481,374,361,75,0.317677,0.433018,1.152395,0.85,0.614958,0.791112,0.725839,1.352459,0.904409,0.280018,0.62,1.25,0.55,0.25,2.5,0.35,182
O0,128,121,128,121,25,,,0.355565,,1.0,,,0.304933,,0.339112,0.62,1.25,0.55,0.25,2.5,0.35,182
O1,124,120,0,0,0,-0.011359,-0.012598,1.354944,0.833333,,,,,,,0.62,1.25,0.55,0.25,2.5,0.35,182
O2,124,120,124,120,25,0.204878,0.199535,1.443098,0.841667,0.475,0.731979,0.756154,1.990158,0.911186,0.256067,0.62,1.25,0.55,0.25,2.5,0.35,182
O3,122,120,122,120,25,0.188844,0.214445,1.462614,0.875,0.466667,0.742869,0.743846,1.762285,0.94453,0.242361,0.62,1.25,0.55,0.25,2.5,0.35,182
ALL,498,481,374,361,75,0.317263,0.432072,1.152006,0.85,0.614958,0.791112,0.725839,1.352459,0.904409,0.280018,0.62,1.25,0.55,0.25,3.5,0.3,183
O0,128,121,128,121,25,,,0.355565,,1.0,,,0.304933,,0.339112,0.62,1.25,0.55,0.25,3.5,0.3,183
O1,124,120,0,0,0,-0.014035,-0.018279,1.353384,0.833333,,,,,,,0.62,1.25,0.55,0.25,3.5,0.3,183
O2,124,120,124,120,25,0.204878,0.199535,1.443098,0.841667,0.475,0.731979,0.756154,1.990158,0.911186,0.256067,0.62,1.25,0.55,0.25,3.5,0.3,183
O3,122,120,122,120,25,0.188844,0.214445,1.462614,0.875,0.466667,0.742869,0.743846,1.762285,0.94453,0.242361,0.62,1.25,0.55,0.25,3.5,0.3,183
ALL,498,481,374,361,75,0.31754,0.432202,1.152669,0.85,0.614958,0.791112,0.725839,1.352459,0.904409,0.280018,0.62,1.25,0.55,0.25,3.5,0.35,184
O0,128,121,128,121,25,,,0.355565,,1.0,,,0.304933,,0.339112,0.62,1.25,0.55,0.25,3.5,0.35,184
O1,124,120,0,0,0,-0.012182,-0.018279,1.356041,0.833333,,,,,,,0.62,1.25,0.55,0.25,3.5,0.35,184
O2,124,120,124,120,25,0.204878,0.199535,1.443098,0.841667,0.475,0.731979,0.756154,1.990158,0.911186,0.256067,0.62,1.25,0.55,0.25,3.5,0.35,184
O3,122,120,122,120,25,0.188844,0.214445,1.462614,0.875,0.466667,0.742869,0.743846,1.762285,0.94453,0.242361,0.62,1.25,0.55,0.25,3.5,0.35,184
ALL,498,481,374,361,75,0.317081,0.43245,1.156573,0.85,0.614958,0.781145,0.723143,1.375945,0.905208,0.279922,0.62,1.25,0.55,0.3,2.5,0.3,185
O0,128,121,128,121,25,,,0.35611,,1.0,,,0.307569,,0.339404,0.62,1.25,0.55,0.3,2.5,0.3,185
O1,124,120,0,0,0,-0.01048,-0.010674,1.357012,0.833333,,,,,,,0.62,1.25,0.55,0.3,2.5,0.3,185
O2,124,120,124,120,25,0.207001,0.198917,1.450842,0.841667,0.475,0.721019,0.749231,2.02733,0.912106,0.254752,0.62,1.25,0.55,0.3,2.5,0.3,185
O3,122,120,122,120,25,0.18782,0.211681,1.469,0.875,0.466667,0.732208,0.740769,1.792937,0.946399,0.243097,0.62,1.25,0.55,0.3,2.5,0.3,185
ALL,498,481,374,361,75,0.317347,0.432602,1.157442,0.85,0.614958,0.781145,0.723143,1.375945,0.905208,0.279922,0.62,1.25,0.55,0.3,2.5,0.35,186
O0,128,121,128,121,25,,,0.35611,,1.0,,,0.307569,,0.339404,0.62,1.25,0.55,0.3,2.5,0.35,186
O1,124,120,0,0,0,-0.008468,-0.010292,1.360493,0.833333,,,,,,,0.62,1.25,0.55,0.3,2.5,0.35,186
O2,124,120,124,120,25,0.207001,0.198917,1.450842,0.841667,0.475,0.721019,0.749231,2.02733,0.912106,0.254752,0.62,1.25,0.55,0.3,2.5,0.35,186
O3,122,120,122,120,25,0.18782,0.211681,1.469,0.875,0.466667,0.732208,0.740769,1.792937,0.946399,0.243097,0.62,1.25,0.55,0.3,2.5,0.35,186
ALL,498,481,374,361,75,0.316945,0.431634,1.156847,0.85,0.614958,0.781145,0.723143,1.375945,0.905208,0.279922,0.62,1.25,0.55,0.3,3.5,0.3,187
O0,128,121,128,121,25,,,0.35611,,1.0,,,0.307569,,0.339404,0.62,1.25,0.55,0.3,3.5,0.3,187
O1,124,120,0,0,0,-0.011298,-0.016147,1.358109,0.833333,,,,,,,0.62,1.25,0.55,0.3,3.5,0.3,187
O2,124,120,124,120,25,0.207001,0.198917,1.450842,0.841667,0.475,0.721019,0.749231,2.02733,0.912106,0.254752,0.62,1.25,0.55,0.3,3.5,0.3,187
O3,122,120,122,120,25,0.18782,0.211681,1.469,0.875,0.466667,0.732208,0.740769,1.792937,0.946399,0.243097,0.62,1.25,0.55,0.3,3.5,0.3,187
ALL,498,481,374,361,75,0.317211,0.431786,1.157715,0.85,0.614958,0.781145,0.723143,1.375945,0.905208,0.279922,0.62,1.25,0.55,0.3,3.5,0.35,188
O0,128,121,128,121,25,,,0.35611,,1.0,,,0.307569,,0.339404,0.62,1.25,0.55,0.3,3.5,0.35,188
O1,124,120,0,0,0,-0.009283,-0.015765,1.36159,0.833333,,,,,,,0.62,1.25,0.55,0.3,3.5,0.35,188
O2,124,120,124,120,25,0.207001,0.198917,1.450842,0.841667,0.475,0.721019,0.749231,2.02733,0.912106,0.254752,0.62,1.25,0.55,0.3,3.5,0.35,188
O3,122,120,122,120,25,0.18782,0.211681,1.469,0.875,0.466667,0.732208,0.740769,1.792937,0.946399,0.243097,0.62,1.25,0.55,0.3,3.5,0.35,188
ALL,498,481,374,361,75,0.307917,0.431454,1.160296,0.85,0.609418,0.792196,0.738305,1.388388,0.888769,0.282202,0.62,1.25,0.55,0.35,2.5,0.3,189
O0,128,121,128,121,25,,,0.365238,,1.0,,,0.307987,,0.348033,0.62,1.25,0.55,0.35,2.5,0.3,189
O1,124,120,0,0,0,-0.009722,-0.01382,1.362438,0.833333,,,,,,,0.62,1.25,0.55,0.35,2.5,0.3,189
O2,124,120,124,120,25,0.182389,0.185527,1.445963,0.841667,0.475,0.730638,0.778462,2.03736,0.883351,0.26045,0.62,1.25,0.55,0.35,2.5,0.3,189
O3,122,120,122,120,25,0.186889,0.212799,1.474171,0.875,0.466667,0.749626,0.75,1.819818,0.948586,0.23524,0.62,1.25,0.55,0.35,2.5,0.3,189
ALL,498,481,374,361,75,0.308216,0.431573,1.160536,0.85,0.609418,0.792196,0.738305,1.388388,0.888769,0.282202,0.62,1.25,0.55,0.35,2.5,0.35,190
O0,128,121,128,121,25,,,0.365238,,1.0,,,0.307987,,0.348033,0.62,1.25,0.55,0.35,2.5,0.35,190
O1,124,120,0,0,0,-0.008256,-0.01382,1.3634,0.833333,,,,,,,0.62,1.25,0.55,0.35,2.5,0.35,190
O2,124,120,124,120,25,0.182389,0.185527,1.445963,0.841667,0.475,0.730638,0.778462,2.03736,0.883351,0.26045,0.62,1.25,0.55,0.35,2.5,0.35,190
O3,122,120,122,120,25,0.186889,0.212799,1.474171,0.875,0.466667,0.749626,0.75,1.819818,0.948586,0.23524,0.62,1.25,0.55,0.35,2.5,0.35,190
ALL,498,481,374,361,75,0.307781,0.430558,1.16057,0.85,0.609418,0.792196,0.738305,1.388388,0.888769,0.282202,0.62,1.25,0.55,0.35,3.5,0.3,191
O0,128,121,128,121,25,,,0.365238,,1.0,,,0.307987,,0.348033,0.62,1.25,0.55,0.35,3.5,0.3,191
O1,124,120,0,0,0,-0.010542,-0.019592,1.363535,0.833333,,,,,,,0.62,1.25,0.55,0.35,3.5,0.3,191
O2,124,120,124,120,25,0.182389,0.185527,1.445963,0.841667,0.475,0.730638,0.778462,2.03736,0.883351,0.26045,0.62,1.25,0.55,0.35,3.5,0.3,191
O3,122,120,122,120,25,0.186889,0.212799,1.474171,0.875,0.466667,0.749626,0.75,1.819818,0.948586,0.23524,0.62,1.25,0.55,0.35,3.5,0.3,191
ALL,498,481,374,361,75,0.30808,0.430676,1.16081,0.85,0.609418,0.792196,0.738305,1.388388,0.888769,0.282202,0.62,1.25,0.55,0.35,3.5,0.35,192
O0,128,121,128,121,25,,,0.365238,,1.0,,,0.307987,,0.348033,0.62,1.25,0.55,0.35,3.5,0.35,192
O1,124,120,0,0,0,-0.009075,-0.019592,1.364496,0.833333,,,,,,,0.62,1.25,0.55,0.35,3.5,0.35,192
O2,124,120,124,120,25,0.182389,0.185527,1.445963,0.841667,0.475,0.730638,0.778462,2.03736,0.883351,0.26045,0.62,1.25,0.55,0.35,3.5,0.35,192
O3,122,120,122,120,25,0.186889,0.212799,1.474171,0.875,0.466667,0.749626,0.75,1.819818,0.948586,0.23524,0.62,1.25,0.55,0.35,3.5,0.35,192
